one_previous_utterance,previous_operator_utterance,current_utterance
カスタマー: そうですよね。日本であれば、そうですよね。ふふ。,オペレーター: ええ。ええ。まあ、ええ、ええ。,カスタマー: はい。
カスタマー: はい。,オペレーター: で、最上階の5階には、え、紅葉の美しい、えー、お庭と展示空間として設置された茶屋、茶室が、えーと、構えております。,カスタマー: 都会の喧騒の中で。
オペレーター: あ、なるほど、なるほど。,オペレーター: あのー、はい、で、え、よく、まあ、ま、人気のあるスポットを、ちょっと教えていただければと。,カスタマー: はい。かしこまりました。
カスタマー: あー、ちょっと長めに予定をとらないとだめですよね<>,オペレーター: そうです、ですので、お客様が、もしですね、短めのお時間で温泉をお楽しみいただける場所をお探しでしたら、先ほどの市太郎の湯の方がいいかなあという気がいたします。,カスタマー: はい。
オペレーター: あ、はい、かしこまりました。,オペレーター: こんな感じで考えてます。はい。,カスタマー: はい。ただ今、あの、お調べいたしますので少々お待ちください。
カスタマー: あ、良いですね、はい。,オペレーター: はい。えーと、ソーキそば以外です、にも、えーとゴーヤチャンプルーや、てびちー、など…、など、結構まあ色んな、家庭料理が楽しめる、まあ、定食屋のような感じですかねー。,カスタマー: はい。
カスタマー: んー長崎って何が有名ですかね？食事で逆に質問して。,オペレーター: ええ。では、例えばその長崎のご当地料理のようなものでよろしいですか？,カスタマー: あ、はい。お願いしまーす。
カスタマー: はい、おねがいします。,オペレーター: はい。,カスタマー: そうですね例えばなんですけれどもあの三内丸山遺跡というあの史跡がございまして。
オペレーター: はい、かしこまりました、えー、それでは、えー、まず行先についてお聞きしたいんですけどもー、具体的にどこ行きたいとかって決まってらっしゃいますか？,オペレーター: あ、北海道で考えてます。,カスタマー: あ、北海道ですねー、はい、ちなみに北海道、えー、何月ごろに行くとか、季節はどれぐらいに行きますか？
カスタマー: うん。,オペレーター: ここも結構、お勧めではありますね,カスタマー: あ、行きたいですね。
オペレーター: はい。,オペレーター: えー、もうひとつが、えっと、JRホテルクレメント高松、レストラン、ふ、えー、レストランフィオーレとゆう、えーと、ホテルの中のレストランとなっております。,カスタマー: ふんふん
オペレーター: ええ。で、こちら。,オペレーター: これ、月曜日で考えてたんで。,カスタマー: あっ、本当ですか？そ、ああ、そうですか。
オペレーター: 一応、沖縄県のどの辺に行かれるとかっての、決まってたりしますか？,オペレーター: はい、とりあえず、無難に那覇にしよう、と思ってます。,カスタマー: あ、那覇周辺ですね。
